image_id,split,class_id,class_name,file_name,source_image_path,original_path,cropped_path,width,height,original_width,original_height,bbox,bbox_xywh,bbox_area_ratio,bbox_width,bbox_height,aspect_ratio,crop_box,crop_width,crop_height,crop_fill_ratio,target_short_edge,cropped_width,cropped_height,true_color,estimated_color,preliminary_color_guess,color_confidence,needs_manual_review,foreground_dominant_share,background_complexity,quality_score,keep,drop,keep_or_drop,keep_reason,passed_clean_filters,filter_fail_reasons,crop_source,mask_source,focus_pixel_count,score_summary,notes,manual_exclusion_reason,duplicate_group_id,duplicate_canonical_image_id
train_06982,train,142,Infiniti QX56 SUV 2011,train_06982.jpg,data/raw/stanford_cars/cars_train/06982.jpg,data/raw/stanford_cars/cars_train/06982.jpg,,1280,850,1280,850,"[88, 122, 1200, 772]","[88, 122, 1112, 650]",0.6643,1112,650,1.7108,"[0, 5, 1280, 850]",1280,845,0.6683,256,,,silver,silver,silver,0.795,0,0.0827,0.4531,0.7003,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.787; mean_value=0.605; dominant_share=0.131,body_core=neutral_mid; total_neutral=0.787; mean_value=0.605; dominant_share=0.131,,,
train_06993,train,89,Dodge Journey SUV 2012,train_06993.jpg,data/raw/stanford_cars/cars_train/06993.jpg,data/raw/stanford_cars/cars_train/06993.jpg,,1280,853,1280,853,"[58, 210, 899, 685]","[58, 210, 841, 475]",0.3659,841,475,1.7705,"[0, 124, 1050, 771]",1050,647,0.588,256,,,red,red,red,0.905,0,0.083,0.6666,0.6648,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 6540.534498304129), ('blue', 690.4194301217794)]; dominant_share=0.077","body_core=chromatic; top_scores=[('red', 6540.534498304129), ('blue', 690.4194301217794)]; dominant_share=0.077",,,
train_07005,train,11,Aston Martin Virage Coupe 2012,train_07005.jpg,data/raw/stanford_cars/cars_train/07005.jpg,data/raw/stanford_cars/cars_train/07005.jpg,,1333,888,1333,888,"[3, 108, 1333, 887]","[3, 108, 1330, 779]",0.8753,1330,779,1.7073,"[0, 0, 1333, 888]",1333,888,0.8753,256,,,other,orange,other,0.656,1,0.0633,0.1894,0.7523,0,1,drop,low_color_confidence,0,low_color_confidence,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('orange', 6855.679437339306), ('red', 6593.740802288055)]; dominant_share=0.104","body_core=chromatic; top_scores=[('orange', 6855.679437339306), ('red', 6593.740802288055)]; dominant_share=0.104",,,
train_07037,train,181,Suzuki Aerio Sedan 2007,train_07037.jpg,data/raw/stanford_cars/cars_train/07037.jpg,data/raw/stanford_cars/cars_train/07037.jpg,,640,480,640,480,"[43, 97, 591, 397]","[43, 97, 548, 300]",0.5352,548,300,1.8267,"[0, 43, 640, 451]",640,408,0.6296,256,,,gray,gray,gray,0.818,0,0.1852,0.5413,0.6788,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.891; mean_value=0.569; dominant_share=0.174,body_core=neutral_mid; total_neutral=0.891; mean_value=0.569; dominant_share=0.174,,,
train_07072,train,127,Honda Odyssey Minivan 2007,train_07072.jpg,data/raw/stanford_cars/cars_train/07072.jpg,data/raw/stanford_cars/cars_train/07072.jpg,,639,427,639,427,"[18, 77, 600, 393]","[18, 77, 582, 316]",0.674,582,316,1.8418,"[0, 20, 639, 427]",639,407,0.7072,256,,,gray,gray,gray,0.819,0,0.1663,0.505,0.7256,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.843; mean_value=0.594; dominant_share=0.269,body_core=neutral_mid; total_neutral=0.843; mean_value=0.594; dominant_share=0.269,,,
train_07087,train,86,Dodge Ram Pickup 3500 Crew Cab 2010,train_07087.jpg,data/raw/stanford_cars/cars_train/07087.jpg,data/raw/stanford_cars/cars_train/07087.jpg,,640,480,640,480,"[54, 128, 564, 420]","[54, 128, 510, 292]",0.4848,510,292,1.7466,"[0, 75, 640, 473]",640,398,0.5846,256,,,gray,gray,gray,0.778,0,0.133,0.6076,0.6326,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.708; mean_value=0.461; dominant_share=0.103,body_core=neutral_mid; total_neutral=0.708; mean_value=0.461; dominant_share=0.103,,,
train_07095,train,107,Ford Mustang Convertible 2007,train_07095.jpg,data/raw/stanford_cars/cars_train/07095.jpg,data/raw/stanford_cars/cars_train/07095.jpg,,1024,762,1024,762,"[146, 264, 860, 654]","[146, 264, 714, 390]",0.3569,714,390,1.8308,"[17, 194, 989, 724]",972,530,0.5405,256,,,red,red,red,0.904,0,0.105,0.4696,0.6535,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 9641.17254178226), ('brown', 1003.6020160317421)]; dominant_share=0.166","body_core=chromatic; top_scores=[('red', 9641.17254178226), ('brown', 1003.6020160317421)]; dominant_share=0.166",,,
train_07098,train,107,Ford Mustang Convertible 2007,train_07098.jpg,data/raw/stanford_cars/cars_train/07098.jpg,data/raw/stanford_cars/cars_train/07098.jpg,,640,480,640,480,"[17, 67, 632, 416]","[17, 67, 615, 349]",0.6987,615,349,1.7622,"[0, 4, 640, 479]",640,475,0.706,256,,,gray,gray,gray,0.781,0,0.128,0.6274,0.7021,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.695; mean_value=0.431; dominant_share=0.158,body_core=neutral_mid; total_neutral=0.695; mean_value=0.431; dominant_share=0.158,,,
train_07109,train,40,Bentley Arnage Sedan 2009,train_07109.jpg,data/raw/stanford_cars/cars_train/07109.jpg,data/raw/stanford_cars/cars_train/07109.jpg,data/processed/stanford_cars/clean_crops/train_07109.jpg,800,578,800,578,"[31, 93, 774, 531]","[31, 93, 743, 438]",0.7038,743,438,1.6963,"[0, 14, 800, 578]",800,564,0.7213,256,363,256,blue,blue,blue,0.727,0,0.3217,0.3691,0.7638,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 312.5386999696493), ('brown', 197.4072730615735)]; dominant_share=0.207","body_core=chromatic; top_scores=[('blue', 312.5386999696493), ('brown', 197.4072730615735)]; dominant_share=0.207",,,
train_07119,train,33,BMW X6 SUV 2012,train_07119.jpg,data/raw/stanford_cars/cars_train/07119.jpg,data/raw/stanford_cars/cars_train/07119.jpg,,640,480,640,480,"[39, 149, 600, 445]","[39, 149, 561, 296]",0.5405,561,296,1.8953,"[0, 96, 640, 480]",640,384,0.6757,256,,,red,red,red,0.94,0,0.1666,0.4117,0.7493,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 4813.261909730732), ('blue', 115.10517195612192)]; dominant_share=0.109","body_core=chromatic; top_scores=[('red', 4813.261909730732), ('blue', 115.10517195612192)]; dominant_share=0.109",,,
train_07139,train,64,Chevrolet Express Cargo Van 2007,train_07139.jpg,data/raw/stanford_cars/cars_train/07139.jpg,data/raw/stanford_cars/cars_train/07139.jpg,data/processed/stanford_cars/clean_crops/train_07139.jpg,625,469,625,469,"[1, 20, 625, 384]","[1, 20, 624, 364]",0.7749,624,364,1.7143,"[0, 0, 625, 450]",625,450,0.8076,256,356,256,gray,gray,gray,0.852,0,0.2805,0.422,0.8152,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.993; mean_value=0.597; dominant_share=0.335,body_core=neutral_mid; total_neutral=0.993; mean_value=0.597; dominant_share=0.335,,,
train_07147,train,192,Volkswagen Beetle Hatchback 2012,train_07147.jpg,data/raw/stanford_cars/cars_train/07147.jpg,data/raw/stanford_cars/cars_train/07147.jpg,,1024,768,1024,768,"[55, 160, 963, 663]","[55, 160, 908, 503]",0.5808,908,503,1.8052,"[0, 69, 1024, 754]",1024,685,0.6511,256,,,gray,gray,gray,0.828,0,0.2072,0.5122,0.7043,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.916; mean_value=0.541; dominant_share=0.233,body_core=neutral_mid; total_neutral=0.916; mean_value=0.541; dominant_share=0.233,,,
train_07168,train,42,Bentley Continental GT Coupe 2012,train_07168.jpg,data/raw/stanford_cars/cars_train/07168.jpg,data/raw/stanford_cars/cars_train/07168.jpg,,1600,1200,1600,1200,"[166, 247, 1480, 982]","[166, 247, 1314, 735]",0.503,1314,735,1.7878,"[0, 115, 1600, 1114]",1600,999,0.6042,256,,,silver,silver,silver,0.796,0,0.0828,0.449,0.6659,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.789; mean_value=0.611; dominant_share=0.137,body_core=neutral_mid; total_neutral=0.789; mean_value=0.611; dominant_share=0.137,,,
train_07177,train,193,Volvo C30 Hatchback 2012,train_07177.jpg,data/raw/stanford_cars/cars_train/07177.jpg,data/raw/stanford_cars/cars_train/07177.jpg,,1279,852,1279,852,"[90, 95, 1153, 691]","[90, 95, 1063, 596]",0.5814,1063,596,1.7836,"[0, 0, 1279, 798]",1279,798,0.6207,256,,,blue,blue,blue,0.765,0,0.0661,0.5404,0.6575,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 854.2805569544435), ('brown', 414.646585598588)]; dominant_share=0.098","body_core=chromatic; top_scores=[('blue', 854.2805569544435), ('brown', 414.646585598588)]; dominant_share=0.098",,,
train_07179,train,133,Hyundai Veracruz SUV 2012,train_07179.jpg,data/raw/stanford_cars/cars_train/07179.jpg,data/raw/stanford_cars/cars_train/07179.jpg,,640,480,640,480,"[71, 87, 591, 380]","[71, 87, 520, 293]",0.496,520,293,1.7747,"[0, 34, 640, 433]",640,399,0.5966,256,,,gray,gray,gray,0.793,0,0.1517,0.5763,0.6476,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.746; mean_value=0.302; dominant_share=0.187,body_core=neutral_mid; total_neutral=0.746; mean_value=0.302; dominant_share=0.187,,,
train_07190,train,80,Chrysler Crossfire Convertible 2008,train_07190.jpg,data/raw/stanford_cars/cars_train/07190.jpg,data/raw/stanford_cars/cars_train/07190.jpg,,1024,768,1024,768,"[110, 185, 832, 608]","[110, 185, 722, 423]",0.3883,722,423,1.7069,"[0, 109, 962, 684]",962,575,0.5521,256,,,gray,gray,gray,0.775,0,0.2436,0.5019,0.6421,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.648; mean_value=0.494; dominant_share=0.184,body_core=neutral_mid; total_neutral=0.648; mean_value=0.494; dominant_share=0.184,,,
train_07193,train,36,BMW M6 Convertible 2010,train_07193.jpg,data/raw/stanford_cars/cars_train/07193.jpg,data/raw/stanford_cars/cars_train/07193.jpg,,4288,2848,4288,2848,"[542, 749, 3860, 2657]","[542, 749, 3318, 1908]",0.5184,3318,1908,1.739,"[0, 406, 4288, 2848]",4288,2442,0.6046,256,,,blue,blue,blue,0.682,1,0.1637,0.4887,0.6289,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 748.3692426905036), ('red', 704.422851473093)]; dominant_share=0.112","body_core=chromatic; top_scores=[('blue', 748.3692426905036), ('red', 704.422851473093)]; dominant_share=0.112",,,
train_07202,train,196,smart fortwo Convertible 2012,train_07202.jpg,data/raw/stanford_cars/cars_train/07202.jpg,data/raw/stanford_cars/cars_train/07202.jpg,,2048,1536,2048,1536,"[217, 280, 1812, 1179]","[217, 280, 1595, 899]",0.4558,1595,899,1.7742,"[0, 118, 2048, 1341]",2048,1223,0.5725,256,,,white,white,white,0.803,0,0.1618,0.4061,0.6534,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.431; dominant_share=0.140,body_core=neutral_bright; bright_neutral=0.431; dominant_share=0.140,,,
train_07211,train,138,Hyundai Sonata Sedan 2012,train_07211.jpg,data/raw/stanford_cars/cars_train/07211.jpg,data/raw/stanford_cars/cars_train/07211.jpg,,625,468,625,468,"[10, 86, 584, 401]","[10, 86, 574, 315]",0.6182,574,315,1.8222,"[0, 29, 625, 458]",625,429,0.6743,256,,,blue,blue,blue,0.906,0,0.2591,0.6208,0.7444,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 359.37618631869555), ('orange', 56.57499036192894)]; dominant_share=0.294","body_core=chromatic; top_scores=[('blue', 359.37618631869555), ('orange', 56.57499036192894)]; dominant_share=0.294",,,
train_07220,train,164,Mercedes-Benz E-Class Sedan 2012,train_07220.jpg,data/raw/stanford_cars/cars_train/07220.jpg,data/raw/stanford_cars/cars_train/07220.jpg,,1024,768,1024,768,"[14, 158, 982, 708]","[14, 158, 968, 550]",0.677,968,550,1.76,"[0, 59, 1024, 768]",1024,709,0.7333,256,,,white,white,white,0.882,0,0.1812,0.5642,0.7528,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.738; dominant_share=0.284,body_core=neutral_bright; bright_neutral=0.738; dominant_share=0.284,,,
train_07222,train,109,Ford Expedition EL SUV 2009,train_07222.jpg,data/raw/stanford_cars/cars_train/07222.jpg,data/raw/stanford_cars/cars_train/07222.jpg,,640,480,640,480,"[50, 78, 579, 372]","[50, 78, 529, 294]",0.5063,529,294,1.7993,"[0, 25, 640, 425]",640,400,0.6075,256,,,gray,gray,gray,0.785,0,0.1331,0.6359,0.6463,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.720; mean_value=0.415; dominant_share=0.154,body_core=neutral_mid; total_neutral=0.720; mean_value=0.415; dominant_share=0.154,,,
train_07226,train,85,Dodge Caravan Minivan 1997,train_07226.jpg,data/raw/stanford_cars/cars_train/07226.jpg,data/raw/stanford_cars/cars_train/07226.jpg,,640,480,640,480,"[51, 61, 595, 357]","[51, 61, 544, 296]",0.5242,544,296,1.8378,"[0, 8, 640, 410]",640,402,0.6259,256,,,gray,gray,gray,0.81,0,0.1685,0.4998,0.6766,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.864; mean_value=0.475; dominant_share=0.146,body_core=neutral_mid; total_neutral=0.864; mean_value=0.475; dominant_share=0.146,,,
train_07227,train,145,Jeep Patriot SUV 2012,train_07227.jpg,data/raw/stanford_cars/cars_train/07227.jpg,data/raw/stanford_cars/cars_train/07227.jpg,,720,474,720,474,"[95, 67, 663, 370]","[95, 67, 568, 303]",0.5043,568,303,1.8746,"[0, 12, 720, 425]",720,413,0.5788,256,,,red,red,red,0.939,0,0.1343,0.6726,0.6673,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 4782.0117093250155), ('orange', 84.36784993112087)]; dominant_share=0.093","body_core=chromatic; top_scores=[('red', 4782.0117093250155), ('orange', 84.36784993112087)]; dominant_share=0.093",,,
train_07229,train,89,Dodge Journey SUV 2012,train_07229.jpg,data/raw/stanford_cars/cars_train/07229.jpg,data/raw/stanford_cars/cars_train/07229.jpg,,960,720,960,720,"[86, 118, 851, 568]","[86, 118, 765, 450]",0.498,765,450,1.7,"[0, 37, 960, 649]",960,612,0.5859,256,,,gray,gray,gray,0.773,0,0.1358,0.5409,0.6374,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.643; mean_value=0.324; dominant_share=0.169,body_core=neutral_mid; total_neutral=0.643; mean_value=0.324; dominant_share=0.169,,,
train_07233,train,47,Buick Regal GS 2012,train_07233.jpg,data/raw/stanford_cars/cars_train/07233.jpg,data/raw/stanford_cars/cars_train/07233.jpg,,1024,640,1024,640,"[156, 97, 902, 511]","[156, 97, 746, 414]",0.4713,746,414,1.8019,"[22, 22, 1024, 586]",1002,564,0.5465,256,,,white,white,white,0.818,0,0.105,0.3141,0.6524,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.537; dominant_share=0.088,body_core=neutral_bright; bright_neutral=0.537; dominant_share=0.088,,,
train_07239,train,112,Ford GT Coupe 2006,train_07239.jpg,data/raw/stanford_cars/cars_train/07239.jpg,data/raw/stanford_cars/cars_train/07239.jpg,,1280,1024,1280,1024,"[324, 334, 1115, 772]","[324, 334, 791, 438]",0.2643,791,438,1.8059,"[182, 255, 1257, 851]",1075,596,0.5407,256,,,red,red,red,0.943,0,0.0907,0.4662,0.5694,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 6163.866776637733), ('blue', 90.40965535491705)]; dominant_share=0.126","body_core=chromatic; top_scores=[('red', 6163.866776637733), ('blue', 90.40965535491705)]; dominant_share=0.126",,,
train_07251,train,167,Mitsubishi Lancer Sedan 2012,train_07251.jpg,data/raw/stanford_cars/cars_train/07251.jpg,data/raw/stanford_cars/cars_train/07251.jpg,,1024,683,1024,683,"[75, 198, 816, 627]","[75, 198, 741, 429]",0.4545,741,429,1.7273,"[0, 121, 949, 683]",949,562,0.596,256,,,blue,blue,blue,0.909,0,0.1712,0.3341,0.7027,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 7031.153762772679), ('yellow', 574.1536360681057)]; dominant_share=0.087","body_core=chromatic; top_scores=[('blue', 7031.153762772679), ('yellow', 574.1536360681057)]; dominant_share=0.087",,,
train_07283,train,82,Daewoo Nubira Wagon 2002,train_07283.jpg,data/raw/stanford_cars/cars_train/07283.jpg,data/raw/stanford_cars/cars_train/07283.jpg,,640,480,640,480,"[108, 95, 621, 392]","[108, 95, 513, 297]",0.496,513,297,1.7273,"[16, 42, 640, 445]",624,403,0.6059,256,,,blue,blue,blue,0.94,0,0.0507,0.6973,0.6808,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 1754.7213079631329), ('yellow', 19.989470846951008)]; dominant_share=0.073","body_core=chromatic; top_scores=[('blue', 1754.7213079631329), ('yellow', 19.989470846951008)]; dominant_share=0.073",,,
train_07295,train,23,Audi S4 Sedan 2012,train_07295.jpg,data/raw/stanford_cars/cars_train/07295.jpg,data/raw/stanford_cars/cars_train/07295.jpg,,999,666,999,666,"[376, 206, 955, 540]","[376, 206, 579, 334]",0.2907,579,334,1.7335,"[272, 146, 999, 600]",727,454,0.5859,256,,,blue,blue,blue,0.946,0,0.0775,0.5931,0.6095,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 2827.1009710505605), ('red', 8.655239559710026)]; dominant_share=0.088","body_core=chromatic; top_scores=[('blue', 2827.1009710505605), ('red', 8.655239559710026)]; dominant_share=0.088",,,
train_07303,train,125,HUMMER H2 SUT Crew Cab 2009,train_07303.jpg,data/raw/stanford_cars/cars_train/07303.jpg,data/raw/stanford_cars/cars_train/07303.jpg,data/processed/stanford_cars/clean_crops/train_07303.jpg,640,480,640,480,"[23, 102, 623, 440]","[23, 102, 600, 338]",0.6602,600,338,1.7751,"[0, 41, 640, 480]",640,439,0.7218,256,373,256,white,white,white,0.833,0,0.3186,0.7069,0.7611,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,body_core=neutral_bright; bright_neutral=0.434; dominant_share=0.388,body_core=neutral_bright; bright_neutral=0.434; dominant_share=0.388,,,
train_07306,train,178,Scion xD Hatchback 2012,train_07306.jpg,data/raw/stanford_cars/cars_train/07306.jpg,data/raw/stanford_cars/cars_train/07306.jpg,data/processed/stanford_cars/clean_crops/train_07306.jpg,600,317,600,317,"[24, 21, 575, 317]","[24, 21, 551, 296]",0.8575,551,296,1.8615,"[0, 0, 600, 317]",600,317,0.8575,256,485,256,gray,gray,gray,0.78,0,0.1562,0.1206,0.7948,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.716; mean_value=0.424; dominant_share=0.113,body_core=neutral_mid; total_neutral=0.716; mean_value=0.424; dominant_share=0.113,,,
train_07313,train,19,Audi TT Hatchback 2011,train_07313.jpg,data/raw/stanford_cars/cars_train/07313.jpg,data/raw/stanford_cars/cars_train/07313.jpg,,612,405,612,405,"[49, 61, 574, 349]","[49, 61, 525, 288]",0.61,525,288,1.8229,"[0, 9, 612, 401]",612,392,0.6303,256,,,gray,gray,gray,0.805,0,0.284,0.5402,0.7063,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.760; mean_value=0.493; dominant_share=0.279,body_core=neutral_mid; total_neutral=0.760; mean_value=0.493; dominant_share=0.279,,,
train_07314,train,165,Mercedes-Benz S-Class Sedan 2012,train_07314.jpg,data/raw/stanford_cars/cars_train/07314.jpg,data/raw/stanford_cars/cars_train/07314.jpg,,640,480,640,480,"[68, 96, 583, 372]","[68, 96, 515, 276]",0.4627,515,276,1.8659,"[0, 46, 640, 422]",640,376,0.5907,256,,,gray,gray,gray,0.818,0,0.115,0.5896,0.6488,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.914; mean_value=0.441; dominant_share=0.139,body_core=neutral_mid; total_neutral=0.914; mean_value=0.441; dominant_share=0.139,,,
train_07332,train,94,Dodge Durango SUV 2012,train_07332.jpg,data/raw/stanford_cars/cars_train/07332.jpg,data/raw/stanford_cars/cars_train/07332.jpg,data/processed/stanford_cars/clean_crops/train_07332.jpg,950,582,950,582,"[34, 72, 919, 554]","[34, 72, 885, 482]",0.7715,885,482,1.8361,"[0, 0, 950, 582]",950,582,0.7715,256,418,256,red,red,red,0.948,0,0.2495,0.5007,0.8211,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 3446.321821987629), ('orange', 23.01029796898365)]; dominant_share=0.153","body_core=chromatic; top_scores=[('red', 3446.321821987629), ('orange', 23.01029796898365)]; dominant_share=0.153",,,
train_07352,train,142,Infiniti QX56 SUV 2011,train_07352.jpg,data/raw/stanford_cars/cars_train/07352.jpg,data/raw/stanford_cars/cars_train/07352.jpg,,1280,850,1280,850,"[80, 116, 1200, 775]","[80, 116, 1120, 659]",0.6784,1120,659,1.6995,"[0, 0, 1280, 850]",1280,850,0.6784,256,,,gray,gray,gray,0.782,0,0.1516,0.4874,0.6987,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.700; mean_value=0.536; dominant_share=0.157,body_core=neutral_mid; total_neutral=0.700; mean_value=0.536; dominant_share=0.157,,,
train_07353,train,43,Bentley Continental GT Coupe 2007,train_07353.jpg,data/raw/stanford_cars/cars_train/07353.jpg,data/raw/stanford_cars/cars_train/07353.jpg,,800,451,800,451,"[45, 34, 706, 392]","[45, 34, 661, 358]",0.6559,661,358,1.8464,"[0, 0, 800, 451]",800,451,0.6559,256,,,blue,blue,blue,0.863,0,0.1172,0.5702,0.7016,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 684.0587403401732), ('brown', 151.980489872396)]; dominant_share=0.177","body_core=chromatic; top_scores=[('blue', 684.0587403401732), ('brown', 151.980489872396)]; dominant_share=0.177",,,
train_07363,train,33,BMW X6 SUV 2012,train_07363.jpg,data/raw/stanford_cars/cars_train/07363.jpg,data/raw/stanford_cars/cars_train/07363.jpg,,655,411,655,411,"[31, 31, 561, 324]","[31, 31, 530, 293]",0.5768,530,293,1.8089,"[0, 0, 655, 377]",655,377,0.6289,256,,,blue,blue,blue,0.945,0,0.1127,0.5614,0.7107,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 1428.166883021593), ('orange', 11.409241527318954)]; dominant_share=0.108","body_core=chromatic; top_scores=[('blue', 1428.166883021593), ('orange', 11.409241527318954)]; dominant_share=0.108",,,
train_07364,train,4,Acura TL Type-S 2008,train_07364.jpg,data/raw/stanford_cars/cars_train/07364.jpg,data/raw/stanford_cars/cars_train/07364.jpg,,630,473,630,473,"[71, 145, 629, 460]","[71, 145, 558, 315]",0.5899,558,315,1.7714,"[0, 88, 630, 473]",630,385,0.7247,256,,,black,black,black,0.817,0,0.2137,0.5511,0.7413,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,body_core=neutral_dark; dark_neutral=0.455; dominant_share=0.310,body_core=neutral_dark; dark_neutral=0.455; dominant_share=0.310,,,
train_07371,train,84,Dodge Caliber Wagon 2007,train_07371.jpg,data/raw/stanford_cars/cars_train/07371.jpg,data/raw/stanford_cars/cars_train/07371.jpg,data/processed/stanford_cars/clean_crops/train_07371.jpg,986,603,986,603,"[34, 36, 954, 573]","[34, 36, 920, 537]",0.8309,920,537,1.7132,"[0, 0, 986, 603]",986,603,0.8309,256,419,256,red,red,red,0.923,0,0.0956,0.442,0.802,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('red', 4359.737013682723), ('blue', 188.6130256280303)]; dominant_share=0.074","body_core=chromatic; top_scores=[('red', 4359.737013682723), ('blue', 188.6130256280303)]; dominant_share=0.074",,dup_cluster_001,train_07371
train_07374,train,158,Maybach Landaulet Convertible 2012,train_07374.jpg,data/raw/stanford_cars/cars_train/07374.jpg,data/raw/stanford_cars/cars_train/07374.jpg,data/processed/stanford_cars/clean_crops/train_07374.jpg,608,333,608,333,"[8, 5, 602, 322]","[8, 5, 594, 317]",0.93,594,317,1.8738,"[0, 0, 608, 333]",608,333,0.93,256,467,256,gray,gray,gray,0.815,0,0.2245,0.4843,0.7817,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,body_core=neutral_mid; total_neutral=0.858; mean_value=0.574; dominant_share=0.208,body_core=neutral_mid; total_neutral=0.858; mean_value=0.574; dominant_share=0.208,,,
train_07376,train,180,Spyker C8 Coupe 2009,train_07376.jpg,data/raw/stanford_cars/cars_train/07376.jpg,data/raw/stanford_cars/cars_train/07376.jpg,,800,416,800,416,"[63, 105, 564, 387]","[63, 105, 501, 282]",0.4245,501,282,1.7766,"[0, 54, 654, 416]",654,362,0.5968,256,,,other,orange,other,0.872,0,0.1039,0.6523,0.6622,0,1,drop,rank_below_keep_cutoff,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('orange', 10747.629895687103), ('red', 2141.190332867205)]; dominant_share=0.101","body_core=chromatic; top_scores=[('orange', 10747.629895687103), ('red', 2141.190332867205)]; dominant_share=0.101",,,
train_07386,train,10,Aston Martin Virage Convertible 2012,train_07386.jpg,data/raw/stanford_cars/cars_train/07386.jpg,data/raw/stanford_cars/cars_train/07386.jpg,data/processed/stanford_cars/clean_crops/train_07386.jpg,3264,2448,3264,2448,"[178, 790, 3061, 2333]","[178, 790, 2883, 1543]",0.5567,2883,1543,1.8684,"[0, 512, 3264, 2448]",3264,1936,0.704,256,432,256,blue,blue,blue,0.935,0,0.0779,0.4886,0.7572,1,0,keep,top_quality_subset,1,,bbox,bbox_body_core,,"body_core=chromatic; top_scores=[('blue', 1175.3002318888903), ('red', 38.80744103342295)]; dominant_share=0.095","body_core=chromatic; top_scores=[('blue', 1175.3002318888903), ('red', 38.80744103342295)]; dominant_share=0.095",,,
