candidate_id,image_id,assigned_true_color,source_path,staged_path,width,height,car_detection_count,primary_car_score,primary_car_area_ratio,secondary_car_area_ratio,sharpness_score,highlight_ratio,shadow_ratio,color_match_ratio,quality_score,auto_recommend_keep,auto_rank_within_color,auto_reason
vcor_train_black_16c1ba5b21,vcor_train_black_16c1ba5b21,black,data_external/vcor_raw/vcor_extracted/train/black/16c1ba5b21.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_16c1ba5b21.jpg,1370,484,2,0.9986,0.8053,0.5581,220.3164,0.0037,0.3532,0.4473,3.0938,0,130,secondary_car_interference|too_dark
vcor_train_black_17c7c1e919,vcor_train_black_17c7c1e919,black,data_external/vcor_raw/vcor_extracted/train/black/17c7c1e919.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_17c7c1e919.jpg,197,132,11,0.9965,0.9397,0.3566,494.1511,0.0138,0.1041,0.3672,3.7746,0,96,secondary_car_interference
vcor_train_black_18a4df8435,vcor_train_black_18a4df8435,black,data_external/vcor_raw/vcor_extracted/train/black/18a4df8435.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_18a4df8435.jpg,235,133,4,0.9606,0.8025,0.3286,632.7225,0.0266,0.0715,0.3716,3.5391,0,115,secondary_car_interference
vcor_train_black_18ada56e81,vcor_train_black_18ada56e81,black,data_external/vcor_raw/vcor_extracted/train/black/18ada56e81.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_18ada56e81.jpg,838,386,1,0.9974,0.8232,0.0000,263.5579,0.0079,0.1510,0.3114,3.8622,0,89,passes_auto_screen
vcor_train_black_1a0ad6e255,vcor_train_black_1a0ad6e255,black,data_external/vcor_raw/vcor_extracted/train/black/1a0ad6e255.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1a0ad6e255.jpg,237,88,1,0.9991,0.9565,0.0000,368.7544,0.0005,0.0992,0.6186,4.9591,1,9,passes_auto_screen
vcor_train_black_1a21c86cbb,vcor_train_black_1a21c86cbb,black,data_external/vcor_raw/vcor_extracted/train/black/1a21c86cbb.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1a21c86cbb.jpg,192,79,1,0.9977,0.9143,0.0000,626.3672,0.0858,0.0543,0.4733,4.4528,0,37,passes_auto_screen
vcor_train_black_1a25ec9cb1,vcor_train_black_1a25ec9cb1,black,data_external/vcor_raw/vcor_extracted/train/black/1a25ec9cb1.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1a25ec9cb1.jpg,1000,597,9,0.4292,0.7611,0.0854,137.4044,0.0042,0.0048,0.3294,2.9994,0,136,passes_auto_screen
vcor_train_black_1a760f36f2,vcor_train_black_1a760f36f2,black,data_external/vcor_raw/vcor_extracted/train/black/1a760f36f2.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1a760f36f2.jpg,711,437,1,0.9805,0.7458,0.0000,283.8578,0.0298,0.1113,0.4927,4.1607,0,67,passes_auto_screen
vcor_train_black_1ac2b43ce6,vcor_train_black_1ac2b43ce6,black,data_external/vcor_raw/vcor_extracted/train/black/1ac2b43ce6.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1ac2b43ce6.jpg,244,161,1,0.7486,0.8714,0.0000,309.9144,0.0062,0.0148,0.4544,4.2554,0,53,passes_auto_screen
vcor_train_black_1b458449a1,vcor_train_black_1b458449a1,black,data_external/vcor_raw/vcor_extracted/train/black/1b458449a1.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1b458449a1.jpg,234,146,1,0.9444,0.9741,0.0000,417.9937,0.0008,0.1157,0.3870,4.3544,0,45,passes_auto_screen
vcor_train_black_1b9428eced,vcor_train_black_1b9428eced,black,data_external/vcor_raw/vcor_extracted/train/black/1b9428eced.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1b9428eced.jpg,165,85,3,0.9662,0.8435,0.3410,603.0937,0.0014,0.1685,0.6558,4.2519,0,54,secondary_car_interference
vcor_train_black_1cc1fccc39,vcor_train_black_1cc1fccc39,black,data_external/vcor_raw/vcor_extracted/train/black/1cc1fccc39.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1cc1fccc39.jpg,1112,464,1,0.9929,0.9339,0.0000,304.3197,0.0173,0.0113,0.6628,5.0870,1,4,passes_auto_screen
vcor_train_black_1cc4c79422,vcor_train_black_1cc4c79422,black,data_external/vcor_raw/vcor_extracted/train/black/1cc4c79422.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1cc4c79422.jpg,242,130,2,0.9701,0.7558,0.1638,203.6072,0.0092,0.0753,0.6768,4.3155,0,49,secondary_car_interference
vcor_train_black_1d4013153e,vcor_train_black_1d4013153e,black,data_external/vcor_raw/vcor_extracted/train/black/1d4013153e.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1d4013153e.jpg,292,89,5,0.9987,0.9172,0.4619,549.1451,0.0065,0.2310,0.8478,4.6673,1,21,secondary_car_interference|too_dark
vcor_train_black_1ded3f08ab,vcor_train_black_1ded3f08ab,black,data_external/vcor_raw/vcor_extracted/train/black/1ded3f08ab.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1ded3f08ab.jpg,293,141,9,0.9976,0.9226,0.0590,564.9361,0.0101,0.1526,0.3704,4.1218,0,70,passes_auto_screen
vcor_train_black_1e256031e6,vcor_train_black_1e256031e6,black,data_external/vcor_raw/vcor_extracted/train/black/1e256031e6.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1e256031e6.jpg,547,252,1,0.9995,0.9812,0.0000,192.5203,0.0018,0.0650,0.7468,5.1780,1,2,passes_auto_screen
vcor_train_black_1e7d59e3b1,vcor_train_black_1e7d59e3b1,black,data_external/vcor_raw/vcor_extracted/train/black/1e7d59e3b1.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1e7d59e3b1.jpg,692,438,4,0.9854,0.8044,0.0621,148.3668,0.0002,0.3125,0.6978,4.2167,0,61,too_dark
vcor_train_black_1e8b1fa639,vcor_train_black_1e8b1fa639,black,data_external/vcor_raw/vcor_extracted/train/black/1e8b1fa639.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1e8b1fa639.jpg,216,110,1,0.9881,0.9196,0.0000,330.4283,0.0033,0.4570,0.5782,4.4140,0,41,too_dark
vcor_train_black_1f10243295,vcor_train_black_1f10243295,black,data_external/vcor_raw/vcor_extracted/train/black/1f10243295.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1f10243295.jpg,220,116,3,0.9909,0.8779,0.5218,561.6678,0.0035,0.2049,0.5298,3.7333,0,99,secondary_car_interference|too_dark
vcor_train_black_1f2fa08321,vcor_train_black_1f2fa08321,black,data_external/vcor_raw/vcor_extracted/train/black/1f2fa08321.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1f2fa08321.jpg,558,269,1,0.9943,0.8293,0.0000,556.8234,0.0506,0.3083,0.7196,4.6840,1,19,too_dark
vcor_train_black_1fab6c5735,vcor_train_black_1fab6c5735,black,data_external/vcor_raw/vcor_extracted/train/black/1fab6c5735.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_1fab6c5735.jpg,184,92,12,0.9936,0.9236,0.4897,464.0231,0.0068,0.0279,0.2839,3.4301,0,122,secondary_car_interference
vcor_train_black_2071946372,vcor_train_black_2071946372,black,data_external/vcor_raw/vcor_extracted/train/black/2071946372.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2071946372.jpg,289,162,2,0.9934,0.9586,0.1941,147.5825,0.0050,0.0000,0.1017,3.1606,0,129,secondary_car_interference
vcor_train_black_20b3e9b9e4,vcor_train_black_20b3e9b9e4,black,data_external/vcor_raw/vcor_extracted/train/black/20b3e9b9e4.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_20b3e9b9e4.jpg,614,326,1,0.4657,0.6130,0.0000,286.7321,0.0592,0.0466,0.5527,3.6627,0,107,passes_auto_screen
vcor_train_black_2166dab85f,vcor_train_black_2166dab85f,black,data_external/vcor_raw/vcor_extracted/train/black/2166dab85f.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2166dab85f.jpg,289,106,2,0.9977,0.8634,0.5822,778.3801,0.2011,0.1798,0.5568,3.4807,0,121,secondary_car_interference|highlight_overexposed
vcor_train_black_218b303ad0,vcor_train_black_218b303ad0,black,data_external/vcor_raw/vcor_extracted/train/black/218b303ad0.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_218b303ad0.jpg,891,310,4,0.9998,0.8518,0.4153,290.0999,0.0019,0.2198,0.4099,3.5246,0,117,secondary_car_interference|too_dark
vcor_train_black_21b8179313,vcor_train_black_21b8179313,black,data_external/vcor_raw/vcor_extracted/train/black/21b8179313.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_21b8179313.jpg,252,109,1,0.9990,0.8396,0.0000,722.8477,0.0299,0.0399,0.5339,4.5376,0,33,passes_auto_screen
vcor_train_black_223cc94883,vcor_train_black_223cc94883,black,data_external/vcor_raw/vcor_extracted/train/black/223cc94883.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_223cc94883.jpg,193,92,1,0.8182,0.8866,0.0000,787.1027,0.0421,0.1629,0.6148,4.5512,0,31,passes_auto_screen
vcor_train_black_2307f09833,vcor_train_black_2307f09833,black,data_external/vcor_raw/vcor_extracted/train/black/2307f09833.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2307f09833.jpg,225,90,2,0.9981,0.7160,0.6321,270.1273,0.0498,0.1501,0.6923,3.6664,0,106,secondary_car_interference
vcor_train_black_25570b3b2b,vcor_train_black_25570b3b2b,black,data_external/vcor_raw/vcor_extracted/train/black/25570b3b2b.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_25570b3b2b.jpg,298,111,1,0.9997,0.8207,0.0000,438.0542,0.0493,0.1156,0.4851,4.2793,0,51,passes_auto_screen
vcor_train_black_2a08032ec6,vcor_train_black_2a08032ec6,black,data_external/vcor_raw/vcor_extracted/train/black/2a08032ec6.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2a08032ec6.jpg,549,351,0,0.0000,0.0000,0.0000,156.6328,0.0003,0.1114,0.7971,2.3823,0,147,car_too_small
vcor_train_black_2a0a53f572,vcor_train_black_2a0a53f572,black,data_external/vcor_raw/vcor_extracted/train/black/2a0a53f572.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2a0a53f572.jpg,223,130,0,0.0000,0.0000,0.0000,456.0328,0.2290,0.0437,0.5006,1.7330,0,156,car_too_small|highlight_overexposed
vcor_train_black_2a66eb96be,vcor_train_black_2a66eb96be,black,data_external/vcor_raw/vcor_extracted/train/black/2a66eb96be.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2a66eb96be.jpg,1376,632,0,0.0000,0.0000,0.0000,459.1080,0.0179,0.0876,0.2720,1.3710,0,160,car_too_small
vcor_train_black_2c27164b63,vcor_train_black_2c27164b63,black,data_external/vcor_raw/vcor_extracted/train/black/2c27164b63.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2c27164b63.jpg,233,142,2,0.9882,0.8483,0.1964,367.9770,0.0092,0.0546,0.6581,4.5918,1,26,secondary_car_interference
vcor_train_black_2e0080b946,vcor_train_black_2e0080b946,black,data_external/vcor_raw/vcor_extracted/train/black/2e0080b946.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2e0080b946.jpg,217,93,4,0.9992,0.9306,0.4686,589.3691,0.0210,0.1203,0.4837,3.8684,0,87,secondary_car_interference
vcor_train_black_2e73dd1f71,vcor_train_black_2e73dd1f71,black,data_external/vcor_raw/vcor_extracted/train/black/2e73dd1f71.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2e73dd1f71.jpg,200,114,1,0.3081,0.2090,0.0000,379.9209,0.0122,0.2762,0.5176,2.4675,0,146,too_dark
vcor_train_black_2e85a40194,vcor_train_black_2e85a40194,black,data_external/vcor_raw/vcor_extracted/train/black/2e85a40194.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_2e85a40194.jpg,855,460,1,0.9980,0.8127,0.0000,229.4386,0.0007,0.2172,0.6948,4.6771,1,20,too_dark
vcor_train_black_3127db3a40,vcor_train_black_3127db3a40,black,data_external/vcor_raw/vcor_extracted/train/black/3127db3a40.jpg,data_external/vcor_selected/candidate_pool/black/vcor_train_black_3127db3a40.jpg,220,198,3,0.9914,0.5264,0.0986,278.7480,0.0027,0.4774,0.5387,3.3740,0,123,too_dark
vcor_test_white_05beec100f,vcor_test_white_05beec100f,white,data_external/vcor_raw/vcor_extracted/test/white/05beec100f.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_05beec100f.jpg,457,174,2,0.9995,1.0000,0.0463,383.3463,0.0093,0.0416,0.5451,4.8448,1,4,passes_auto_screen
vcor_test_white_07dbd6b444,vcor_test_white_07dbd6b444,white,data_external/vcor_raw/vcor_extracted/test/white/07dbd6b444.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_07dbd6b444.jpg,239,136,1,0.9741,0.8397,0.0000,658.2299,0.0829,0.0496,0.4192,4.1577,0,74,passes_auto_screen
vcor_test_white_08c6f0b675,vcor_test_white_08c6f0b675,white,data_external/vcor_raw/vcor_extracted/test/white/08c6f0b675.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_08c6f0b675.jpg,702,354,1,0.9752,0.8964,0.0000,280.0816,0.2666,0.0469,0.5128,4.2879,0,55,highlight_overexposed
vcor_test_white_092d598c42,vcor_test_white_092d598c42,white,data_external/vcor_raw/vcor_extracted/test/white/092d598c42.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_092d598c42.jpg,239,116,1,0.7727,0.8211,0.0000,700.9703,0.0159,0.0693,0.5316,4.3008,0,50,passes_auto_screen
vcor_test_white_0af23aa4e0,vcor_test_white_0af23aa4e0,white,data_external/vcor_raw/vcor_extracted/test/white/0af23aa4e0.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_0af23aa4e0.jpg,1519,637,4,0.9988,0.8218,0.5438,294.2757,0.0362,0.0936,0.4370,3.4366,0,168,secondary_car_interference
vcor_test_white_0d26944f31,vcor_test_white_0d26944f31,white,data_external/vcor_raw/vcor_extracted/test/white/0d26944f31.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_0d26944f31.jpg,132,68,5,0.4095,0.8094,0.1788,964.7239,0.0612,0.0576,0.4147,3.4019,0,170,secondary_car_interference
vcor_test_white_12af095f70,vcor_test_white_12af095f70,white,data_external/vcor_raw/vcor_extracted/test/white/12af095f70.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_12af095f70.jpg,862,511,14,0.9912,0.9282,0.0393,185.6592,0.0058,0.0360,0.3204,3.9464,0,109,passes_auto_screen
vcor_test_white_14e13fda21,vcor_test_white_14e13fda21,white,data_external/vcor_raw/vcor_extracted/test/white/14e13fda21.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_14e13fda21.jpg,765,339,1,0.9917,0.9638,0.0000,438.1100,0.0608,0.0018,0.5622,4.8516,1,3,passes_auto_screen
vcor_test_white_14ea8b1ca6,vcor_test_white_14ea8b1ca6,white,data_external/vcor_raw/vcor_extracted/test/white/14ea8b1ca6.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_14ea8b1ca6.jpg,259,137,1,0.9838,0.8100,0.0000,602.0994,0.0440,0.0267,0.3802,4.0779,0,86,passes_auto_screen
vcor_test_white_1838a207b7,vcor_test_white_1838a207b7,white,data_external/vcor_raw/vcor_extracted/test/white/1838a207b7.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_1838a207b7.jpg,527,376,2,0.9426,0.8566,0.0008,323.1928,0.1106,0.1140,0.3825,3.9757,0,101,passes_auto_screen
vcor_test_white_19580db798,vcor_test_white_19580db798,white,data_external/vcor_raw/vcor_extracted/test/white/19580db798.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_19580db798.jpg,230,94,4,0.8675,0.7547,0.3819,733.9598,0.0070,0.1915,0.2396,2.8679,0,200,secondary_car_interference|too_dark
vcor_test_white_1dcdc4038d,vcor_test_white_1dcdc4038d,white,data_external/vcor_raw/vcor_extracted/test/white/1dcdc4038d.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_1dcdc4038d.jpg,336,138,4,0.9988,0.8813,0.4048,455.1735,0.0239,0.0757,0.4298,3.7650,0,129,secondary_car_interference
vcor_test_white_1f12bcc8e0,vcor_test_white_1f12bcc8e0,white,data_external/vcor_raw/vcor_extracted/test/white/1f12bcc8e0.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_1f12bcc8e0.jpg,838,204,2,0.9998,0.8931,0.3931,345.7296,0.1034,0.0540,0.3534,3.5411,0,153,secondary_car_interference
vcor_test_white_2294c7f609,vcor_test_white_2294c7f609,white,data_external/vcor_raw/vcor_extracted/test/white/2294c7f609.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_2294c7f609.jpg,204,125,2,0.9430,0.9028,0.2260,743.6508,0.0129,0.0091,0.5229,4.3261,0,45,secondary_car_interference
vcor_test_white_238738fb0b,vcor_test_white_238738fb0b,white,data_external/vcor_raw/vcor_extracted/test/white/238738fb0b.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_238738fb0b.jpg,1049,409,2,0.9987,0.7716,0.6623,236.6412,0.0964,0.0003,0.3562,2.9465,0,196,secondary_car_interference
vcor_test_white_27c8c64fb6,vcor_test_white_27c8c64fb6,white,data_external/vcor_raw/vcor_extracted/test/white/27c8c64fb6.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_27c8c64fb6.jpg,225,113,1,0.9991,0.9584,0.0000,674.0855,0.0069,0.0863,0.2985,4.1678,0,72,passes_auto_screen
vcor_test_white_2a37b204f5,vcor_test_white_2a37b204f5,white,data_external/vcor_raw/vcor_extracted/test/white/2a37b204f5.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_2a37b204f5.jpg,239,128,6,0.8679,0.7909,0.0388,492.2553,0.0348,0.0497,0.2685,3.6017,0,147,passes_auto_screen
vcor_test_white_2e0acdcc4c,vcor_test_white_2e0acdcc4c,white,data_external/vcor_raw/vcor_extracted/test/white/2e0acdcc4c.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_2e0acdcc4c.jpg,425,187,2,0.9994,0.9465,0.4591,567.4777,0.1248,0.0799,0.5918,4.0996,0,82,secondary_car_interference|highlight_overexposed
vcor_test_white_309da13e01,vcor_test_white_309da13e01,white,data_external/vcor_raw/vcor_extracted/test/white/309da13e01.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_309da13e01.jpg,746,295,1,0.9985,0.8495,0.0000,241.7214,0.0215,0.0830,0.1319,3.4923,0,161,passes_auto_screen
vcor_test_white_31bb316aee,vcor_test_white_31bb316aee,white,data_external/vcor_raw/vcor_extracted/test/white/31bb316aee.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_31bb316aee.jpg,226,81,3,0.9993,0.8927,0.0633,756.1829,0.0209,0.0899,0.5429,4.5384,1,24,passes_auto_screen
vcor_test_white_35e4533322,vcor_test_white_35e4533322,white,data_external/vcor_raw/vcor_extracted/test/white/35e4533322.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_35e4533322.jpg,319,102,7,0.9987,0.7973,0.5954,521.6506,0.0136,0.0198,0.5382,3.6693,0,138,secondary_car_interference
vcor_test_white_3eb077024b,vcor_test_white_3eb077024b,white,data_external/vcor_raw/vcor_extracted/test/white/3eb077024b.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_3eb077024b.jpg,330,134,3,0.9991,0.8382,0.5296,765.2889,0.0073,0.0723,0.2443,3.0641,0,192,secondary_car_interference
vcor_test_white_3ef22b9d21,vcor_test_white_3ef22b9d21,white,data_external/vcor_raw/vcor_extracted/test/white/3ef22b9d21.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_3ef22b9d21.jpg,178,88,3,0.9983,0.8359,0.5121,370.2966,0.0200,0.0068,0.1970,3.0151,0,195,secondary_car_interference
vcor_test_white_431ab251bd,vcor_test_white_431ab251bd,white,data_external/vcor_raw/vcor_extracted/test/white/431ab251bd.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_431ab251bd.jpg,256,147,1,0.2704,0.0112,0.0000,1297.3054,0.0234,0.0117,0.2749,1.6860,0,211,car_too_small
vcor_test_white_46659d1914,vcor_test_white_46659d1914,white,data_external/vcor_raw/vcor_extracted/test/white/46659d1914.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_46659d1914.jpg,551,253,2,0.9993,1.0000,0.0151,484.5814,0.0239,0.0050,0.2777,4.2388,0,66,passes_auto_screen
vcor_test_white_47dccbe8ec,vcor_test_white_47dccbe8ec,white,data_external/vcor_raw/vcor_extracted/test/white/47dccbe8ec.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_47dccbe8ec.jpg,198,92,4,0.9915,0.9608,0.4826,510.5480,0.0301,0.0007,0.4616,3.9564,0,106,secondary_car_interference
vcor_test_white_482c2079e7,vcor_test_white_482c2079e7,white,data_external/vcor_raw/vcor_extracted/test/white/482c2079e7.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_482c2079e7.jpg,232,118,1,0.9991,0.9500,0.0000,415.8319,0.0039,0.0350,0.3666,4.3761,0,39,passes_auto_screen
vcor_test_white_489a6522c7,vcor_test_white_489a6522c7,white,data_external/vcor_raw/vcor_extracted/test/white/489a6522c7.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_489a6522c7.jpg,953,549,4,0.6730,0.8042,0.0388,209.0970,0.0446,0.0694,0.2759,3.3285,0,175,passes_auto_screen
vcor_test_white_4d3939e5ad,vcor_test_white_4d3939e5ad,white,data_external/vcor_raw/vcor_extracted/test/white/4d3939e5ad.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_4d3939e5ad.jpg,228,154,13,0.9993,0.8992,0.2684,621.8675,0.0432,0.0398,0.4311,4.0081,0,94,secondary_car_interference
vcor_test_white_596817dcb0,vcor_test_white_596817dcb0,white,data_external/vcor_raw/vcor_extracted/test/white/596817dcb0.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_596817dcb0.jpg,225,114,3,0.9973,0.9606,0.4660,407.9108,0.0045,0.0159,0.2487,3.4670,0,164,secondary_car_interference
vcor_test_white_5f1aa0dd05,vcor_test_white_5f1aa0dd05,white,data_external/vcor_raw/vcor_extracted/test/white/5f1aa0dd05.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_5f1aa0dd05.jpg,240,137,1,0.9943,0.8984,0.0000,771.4277,0.0742,0.0787,0.4663,4.3904,1,36,passes_auto_screen
vcor_test_white_601dc1c0d1,vcor_test_white_601dc1c0d1,white,data_external/vcor_raw/vcor_extracted/test/white/601dc1c0d1.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_601dc1c0d1.jpg,179,107,3,0.9842,0.9205,0.2300,770.4810,0.0653,0.0414,0.4341,4.0720,0,88,secondary_car_interference
vcor_test_white_603c973438,vcor_test_white_603c973438,white,data_external/vcor_raw/vcor_extracted/test/white/603c973438.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_603c973438.jpg,244,113,2,0.9956,0.8195,0.3841,421.6853,0.0039,0.1464,0.0245,2.6078,0,208,secondary_car_interference|weak_color_match
vcor_test_white_61f2ef4b6d,vcor_test_white_61f2ef4b6d,white,data_external/vcor_raw/vcor_extracted/test/white/61f2ef4b6d.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_61f2ef4b6d.jpg,944,446,1,0.9987,0.8912,0.0000,361.0371,0.1040,0.0748,0.4570,4.3242,0,46,passes_auto_screen
vcor_test_white_64487f86cc,vcor_test_white_64487f86cc,white,data_external/vcor_raw/vcor_extracted/test/white/64487f86cc.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_64487f86cc.jpg,220,92,1,0.9996,0.9714,0.0000,510.8493,0.0022,0.0265,0.2640,4.1733,0,71,passes_auto_screen
vcor_test_white_65302dc858,vcor_test_white_65302dc858,white,data_external/vcor_raw/vcor_extracted/test/white/65302dc858.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_65302dc858.jpg,951,422,1,0.6731,0.8576,0.0000,261.0301,0.1128,0.0929,0.4022,3.8308,0,119,passes_auto_screen
vcor_test_white_6839e4cc07,vcor_test_white_6839e4cc07,white,data_external/vcor_raw/vcor_extracted/test/white/6839e4cc07.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_6839e4cc07.jpg,795,381,1,0.9994,0.9603,0.0000,302.2880,0.0119,0.0964,0.1507,3.7861,0,124,passes_auto_screen
vcor_test_white_6b80577649,vcor_test_white_6b80577649,white,data_external/vcor_raw/vcor_extracted/test/white/6b80577649.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_6b80577649.jpg,150,73,3,0.9972,0.8004,0.5269,870.4797,0.0328,0.0149,0.3170,3.1991,0,182,secondary_car_interference
vcor_test_white_6e2c5240ab,vcor_test_white_6e2c5240ab,white,data_external/vcor_raw/vcor_extracted/test/white/6e2c5240ab.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_6e2c5240ab.jpg,480,273,1,0.9778,0.9331,0.0000,373.5829,0.0628,0.1076,0.3871,4.2331,0,67,passes_auto_screen
vcor_test_white_6e7b33a43f,vcor_test_white_6e7b33a43f,white,data_external/vcor_raw/vcor_extracted/test/white/6e7b33a43f.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_6e7b33a43f.jpg,995,550,1,0.8002,0.7383,0.0000,262.9183,0.0116,0.1347,0.2752,3.4562,0,166,passes_auto_screen
vcor_test_white_7a3278c702,vcor_test_white_7a3278c702,white,data_external/vcor_raw/vcor_extracted/test/white/7a3278c702.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_7a3278c702.jpg,719,294,2,0.9997,0.9626,0.4459,268.7994,0.1212,0.0885,0.5518,4.0462,0,91,secondary_car_interference|highlight_overexposed
vcor_test_white_800e70c22c,vcor_test_white_800e70c22c,white,data_external/vcor_raw/vcor_extracted/test/white/800e70c22c.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_800e70c22c.jpg,251,106,1,0.9885,0.9390,0.0000,801.6700,0.0059,0.2216,0.0955,3.4789,0,163,too_dark|weak_color_match
vcor_test_white_83b7791084,vcor_test_white_83b7791084,white,data_external/vcor_raw/vcor_extracted/test/white/83b7791084.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_83b7791084.jpg,240,123,1,0.9865,0.9441,0.0000,535.3314,0.0077,0.0366,0.1913,3.9097,0,111,passes_auto_screen
vcor_test_white_8738d678a1,vcor_test_white_8738d678a1,white,data_external/vcor_raw/vcor_extracted/test/white/8738d678a1.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_8738d678a1.jpg,857,466,1,0.9796,0.8778,0.0000,324.4519,0.0818,0.0431,0.4787,4.3947,1,35,passes_auto_screen
vcor_test_white_8df2a4d92b,vcor_test_white_8df2a4d92b,white,data_external/vcor_raw/vcor_extracted/test/white/8df2a4d92b.jpg,data_external/vcor_selected/candidate_pool/white/vcor_test_white_8df2a4d92b.jpg,272,139,9,0.9990,0.9606,0.3331,511.0878,0.0473,0.0806,0.3672,3.8346,0,118,secondary_car_interference
