sample_id,image_id,file_name,image_path,original_image_path,experiment_type,dataset_name,target_object,attribute_type,truth_source,true_color,acceptable_true_colors,conflict_color,condition_family,condition_name,condition_index,prompt_template_version,prompt_text,expected_output_space,expected_output_map,include_in_primary_main_analysis,source_dataset,notes,model_key,model_name,checkpoint_name,precision,device,device_map,batch_size,elapsed_seconds,raw_output,status,error,prompt_level
vcor_train_white_2491c92cf7_C0_neutral,vcor_train_white_2491c92cf7,vcor_train_white_2491c92cf7.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_2491c92cf7.jpg,data_external/vcor_raw/vcor_extracted/train/white/2491c92cf7.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.4052; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2237,White,ok,,
vcor_train_white_2b1753533b_C0_neutral,vcor_train_white_2b1753533b,vcor_train_white_2b1753533b.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_2b1753533b.jpg,data_external/vcor_raw/vcor_extracted/train/white/2b1753533b.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=5; quality_score=4.8364; highlight_overexposed,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2012,White,ok,,
vcor_train_white_2f636b92fe_C0_neutral,vcor_train_white_2f636b92fe,vcor_train_white_2f636b92fe.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_2f636b92fe.jpg,data_external/vcor_raw/vcor_extracted/train/white/2f636b92fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=6; quality_score=4.8169; highlight_overexposed,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2083,White,ok,,
vcor_train_white_3193719724_C0_neutral,vcor_train_white_3193719724,vcor_train_white_3193719724.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_3193719724.jpg,data_external/vcor_raw/vcor_extracted/train/white/3193719724.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=21; quality_score=4.5868; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2217,White,ok,,
vcor_train_white_32553706e6_C0_neutral,vcor_train_white_32553706e6,vcor_train_white_32553706e6.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_32553706e6.jpg,data_external/vcor_raw/vcor_extracted/train/white/32553706e6.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=2; quality_score=4.8835; highlight_overexposed,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2114,White,ok,,
vcor_train_white_36bbde0940_C0_neutral,vcor_train_white_36bbde0940,vcor_train_white_36bbde0940.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_36bbde0940.jpg,data_external/vcor_raw/vcor_extracted/train/white/36bbde0940.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=12; quality_score=4.6623; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2644,White,ok,,
vcor_train_white_380aa05f84_C0_neutral,vcor_train_white_380aa05f84,vcor_train_white_380aa05f84.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_380aa05f84.jpg,data_external/vcor_raw/vcor_extracted/train/white/380aa05f84.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=29; quality_score=4.4614; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2117,White,ok,,
vcor_train_white_3fa7a61921_C0_neutral,vcor_train_white_3fa7a61921,vcor_train_white_3fa7a61921.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_3fa7a61921.jpg,data_external/vcor_raw/vcor_extracted/train/white/3fa7a61921.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=32; quality_score=4.4294; highlight_overexposed,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2199,White,ok,,
vcor_train_white_3fc8c3261f_C0_neutral,vcor_train_white_3fc8c3261f,vcor_train_white_3fc8c3261f.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_3fc8c3261f.jpg,data_external/vcor_raw/vcor_extracted/train/white/3fc8c3261f.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=1; quality_score=4.9762; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2432,White,ok,,
vcor_train_white_422cd72c41_C0_neutral,vcor_train_white_422cd72c41,vcor_train_white_422cd72c41.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_422cd72c41.jpg,data_external/vcor_raw/vcor_extracted/train/white/422cd72c41.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=13; quality_score=4.6445; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2518,White,ok,,
vcor_train_white_455f4ec90b_C0_neutral,vcor_train_white_455f4ec90b,vcor_train_white_455f4ec90b.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_455f4ec90b.jpg,data_external/vcor_raw/vcor_extracted/train/white/455f4ec90b.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=7; quality_score=4.7913; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2060,White,ok,,
vcor_train_white_46e3655634_C0_neutral,vcor_train_white_46e3655634,vcor_train_white_46e3655634.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_46e3655634.jpg,data_external/vcor_raw/vcor_extracted/train/white/46e3655634.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=16; quality_score=4.6217; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2042,White,ok,,
vcor_train_white_4726bf9d2c_C0_neutral,vcor_train_white_4726bf9d2c,vcor_train_white_4726bf9d2c.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4726bf9d2c.jpg,data_external/vcor_raw/vcor_extracted/train/white/4726bf9d2c.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=18; quality_score=4.6200; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2306,White,ok,,
vcor_train_white_4c1616d6f4_C0_neutral,vcor_train_white_4c1616d6f4,vcor_train_white_4c1616d6f4.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4c1616d6f4.jpg,data_external/vcor_raw/vcor_extracted/train/white/4c1616d6f4.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=25; quality_score=4.5030; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2097,White,ok,,
vcor_train_white_4cc212b728_C0_neutral,vcor_train_white_4cc212b728,vcor_train_white_4cc212b728.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4cc212b728.jpg,data_external/vcor_raw/vcor_extracted/train/white/4cc212b728.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=22; quality_score=4.5824; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2924,White,ok,,
vcor_train_white_4dde922c1d_C0_neutral,vcor_train_white_4dde922c1d,vcor_train_white_4dde922c1d.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_4dde922c1d.jpg,data_external/vcor_raw/vcor_extracted/train/white/4dde922c1d.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=14; quality_score=4.6281; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2321,White,ok,,
vcor_train_white_54322230fe_C0_neutral,vcor_train_white_54322230fe,vcor_train_white_54322230fe.jpg,data_external/vcor_selected/candidate_pool/white/vcor_train_white_54322230fe.jpg,data_external/vcor_raw/vcor_extracted/train/white/54322230fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,white,,black,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=26; quality_score=4.5006; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.2216,White,ok,,
vcor_test_yellow_0c2de6cd26_C0_neutral,vcor_test_yellow_0c2de6cd26,vcor_test_yellow_0c2de6cd26.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_0c2de6cd26.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/0c2de6cd26.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=7; quality_score=4.8088; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7336,Yellow,ok,,
vcor_test_yellow_111c9b216d_C0_neutral,vcor_test_yellow_111c9b216d,vcor_test_yellow_111c9b216d.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_111c9b216d.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/111c9b216d.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=38; quality_score=4.5511; highlight_overexposed,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7243,Yellow,ok,,
vcor_test_yellow_15dea061ce_C0_neutral,vcor_test_yellow_15dea061ce,vcor_test_yellow_15dea061ce.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_15dea061ce.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/15dea061ce.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=26; quality_score=4.6060; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7322,Yellow,ok,,
vcor_test_yellow_181360906a_C0_neutral,vcor_test_yellow_181360906a,vcor_test_yellow_181360906a.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_181360906a.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/181360906a.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=35; quality_score=4.5631; highlight_overexposed,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.8049,Yellow,ok,,
vcor_test_yellow_3b1d2fa14e_C0_neutral,vcor_test_yellow_3b1d2fa14e,vcor_test_yellow_3b1d2fa14e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3b1d2fa14e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/3b1d2fa14e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=28; quality_score=4.5941; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7357,Yellow,ok,,
vcor_test_yellow_3e762c1baf_C0_neutral,vcor_test_yellow_3e762c1baf,vcor_test_yellow_3e762c1baf.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_3e762c1baf.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/3e762c1baf.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=46; quality_score=4.5182; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7316,Yellow,ok,,
vcor_test_yellow_40de3f8a8f_C0_neutral,vcor_test_yellow_40de3f8a8f,vcor_test_yellow_40de3f8a8f.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_40de3f8a8f.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/40de3f8a8f.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,manual_swap_in_after_user_removal; prior_auto_rank=50; quality_score=4.4987; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7300,Yellow,ok,,
vcor_test_yellow_5e0bd2bc16_C0_neutral,vcor_test_yellow_5e0bd2bc16,vcor_test_yellow_5e0bd2bc16.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_5e0bd2bc16.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/5e0bd2bc16.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=20; quality_score=4.6603; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7621,Yellow,ok,,
vcor_test_yellow_6ed5660ec3_C0_neutral,vcor_test_yellow_6ed5660ec3,vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/6ed5660ec3.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=11; quality_score=4.6981; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7414,Yellow,ok,,
vcor_test_yellow_863e1838fe_C0_neutral,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,primary,C0_neutral,0,primary_conditions_v2_strict_colors,"What is the primary body color of the main car in this image? Select exactly one label from {red, blue, green, yellow, black, white, other}. Output one label only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.7357,Yellow,ok,,
