sample_id,image_id,file_name,image_path,original_image_path,experiment_type,dataset_name,target_object,attribute_type,truth_source,true_color,acceptable_true_colors,conflict_color,condition_family,condition_name,condition_index,prompt_template_version,prompt_text,expected_output_space,expected_output_map,include_in_primary_main_analysis,source_dataset,notes,diagnostic_family,factor_id,tone_strength,injection_position,false_text_form,answer_format,response_schema,context_turns_json,model_key,model_name,checkpoint_name,precision,device,device_map,batch_size,elapsed_seconds,raw_output,status,error,prompt_level,normalized_output,allowed_answer_space,parsed_label,parse_success,parse_method,one_label_only,in_allowed_answer_space,correction_detected,refusal_detected,outcome_type,is_conflict_aligned,is_faithful,is_other_wrong,is_refusal_or_correction,is_parse_error,parse_notes
vcor_test_yellow_6ed5660ec3__FC6_mc_c4,vcor_test_yellow_6ed5660ec3,vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/6ed5660ec3.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC6_mc_c4,105,phase2_format_control_FC6_mc_c4,"A report repeatedly refers to the main car as red. What is the main car's primary body color seen in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=11; quality_score=4.6981; passes_auto_screen,format_control,multiple_choice_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,2.0316,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_6ed5660ec3__FC7_yesno_false_claim,vcor_test_yellow_6ed5660ec3,vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/6ed5660ec3.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC7_yesno_false_claim,106,phase2_format_control_FC7_yesno_false_claim,Is the main car red? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,VCoR,auto_keep_rank=11; quality_score=4.6981; passes_auto_screen,format_control,yesno_false_claim,assertive,question_body,direct_false_claim,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4007,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
vcor_test_yellow_6ed5660ec3__FC8_yesno_report_correct,vcor_test_yellow_6ed5660ec3,vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_6ed5660ec3.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/6ed5660ec3.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC8_yesno_report_correct,107,phase2_format_control_FC8_yesno_report_correct,A report repeatedly says the main car is red. Is that report correct for the image? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,VCoR,auto_keep_rank=11; quality_score=4.6981; passes_auto_screen,format_control,yesno_report_correct,stronger_open_conflict,question_body,repeated_false_report,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4259,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
vcor_test_yellow_863e1838fe__FC1_free_neutral,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC1_free_neutral,100,phase2_format_control_FC1_free_neutral,What is the primary body color of the main car in this image? Answer with one color word only and do not explain.,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,free_neutral,neutral,none,none,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9085,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_863e1838fe__FC2_free_c3,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC2_free_c3,101,phase2_format_control_FC2_free_c3,"When the main car is described as red, what color does the main car actually appear to be in the image? Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,free_c3_presupposition,presuppositional,question_body,presupposition,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9205,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_863e1838fe__FC3_free_c4,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC3_free_c4,102,phase2_format_control_FC3_free_c4,"A report repeatedly refers to the main car as red, and the answer should name the main car's primary body color seen in the image. Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,free_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9170,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_863e1838fe__FC4_mc_neutral,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC4_mc_neutral,103,phase2_format_control_FC4_mc_neutral,"What is the primary body color of the main car in this image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,multiple_choice_neutral,neutral,none,none,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9196,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_863e1838fe__FC5_mc_c3,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC5_mc_c3,104,phase2_format_control_FC5_mc_c3,"When the main car is described as red, what color does the main car actually appear to be in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,multiple_choice_c3_presupposition,presuppositional,question_body,presupposition,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9244,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_863e1838fe__FC6_mc_c4,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC6_mc_c4,105,phase2_format_control_FC6_mc_c4,"A report repeatedly refers to the main car as red. What is the main car's primary body color seen in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,multiple_choice_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,2.0295,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_863e1838fe__FC7_yesno_false_claim,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC7_yesno_false_claim,106,phase2_format_control_FC7_yesno_false_claim,Is the main car red? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,yesno_false_claim,assertive,question_body,direct_false_claim,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4057,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
vcor_test_yellow_863e1838fe__FC8_yesno_report_correct,vcor_test_yellow_863e1838fe,vcor_test_yellow_863e1838fe.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_863e1838fe.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/863e1838fe.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC8_yesno_report_correct,107,phase2_format_control_FC8_yesno_report_correct,A report repeatedly says the main car is red. Is that report correct for the image? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,VCoR,auto_keep_rank=33; quality_score=4.5695; passes_auto_screen,format_control,yesno_report_correct,stronger_open_conflict,question_body,repeated_false_report,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.3261,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
vcor_test_yellow_992ae1354e__FC1_free_neutral,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC1_free_neutral,100,phase2_format_control_FC1_free_neutral,What is the primary body color of the main car in this image? Answer with one color word only and do not explain.,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,free_neutral,neutral,none,none,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.8823,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_992ae1354e__FC2_free_c3,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC2_free_c3,101,phase2_format_control_FC2_free_c3,"When the main car is described as red, what color does the main car actually appear to be in the image? Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,free_c3_presupposition,presuppositional,question_body,presupposition,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9154,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_992ae1354e__FC3_free_c4,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC3_free_c4,102,phase2_format_control_FC3_free_c4,"A report repeatedly refers to the main car as red, and the answer should name the main car's primary body color seen in the image. Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,free_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9161,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_992ae1354e__FC4_mc_neutral,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC4_mc_neutral,103,phase2_format_control_FC4_mc_neutral,"What is the primary body color of the main car in this image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,multiple_choice_neutral,neutral,none,none,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9063,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_992ae1354e__FC5_mc_c3,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC5_mc_c3,104,phase2_format_control_FC5_mc_c3,"When the main car is described as red, what color does the main car actually appear to be in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,multiple_choice_c3_presupposition,presuppositional,question_body,presupposition,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.8904,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_992ae1354e__FC6_mc_c4,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC6_mc_c4,105,phase2_format_control_FC6_mc_c4,"A report repeatedly refers to the main car as red. What is the main car's primary body color seen in the image? Choose exactly one color label from this multiple-choice list: red, blue, green, yellow, black, white, other. Output the color label only.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,multiple_choice_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,multiple_choice_label,one_label_from_multiple_choice,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,2.0096,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_992ae1354e__FC7_yesno_false_claim,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC7_yesno_false_claim,106,phase2_format_control_FC7_yesno_false_claim,Is the main car red? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,yesno_false_claim,assertive,question_body,direct_false_claim,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.3984,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
vcor_test_yellow_992ae1354e__FC8_yesno_report_correct,vcor_test_yellow_992ae1354e,vcor_test_yellow_992ae1354e.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_992ae1354e.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/992ae1354e.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC8_yesno_report_correct,107,phase2_format_control_FC8_yesno_report_correct,A report repeatedly says the main car is red. Is that report correct for the image? Answer yes or no only.,"[""yes"", ""no""]","{""no"": ""no"", ""yes"": ""yes""}",yes,VCoR,auto_keep_rank=25; quality_score=4.6081; passes_auto_screen,format_control,yesno_report_correct,stronger_open_conflict,question_body,repeated_false_report,yes_no,yes_means_conflict_no_means_reject_false_claim,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.4111,No,ok,,,no,"[""yes"", ""no""]",other,1,exact_single_label,1,1,0,0,other_wrong,0,0,1,0,0,
vcor_test_yellow_9a76362930__FC1_free_neutral,vcor_test_yellow_9a76362930,vcor_test_yellow_9a76362930.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_9a76362930.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/9a76362930.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC1_free_neutral,100,phase2_format_control_FC1_free_neutral,What is the primary body color of the main car in this image? Answer with one color word only and do not explain.,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=10; quality_score=4.7288; passes_auto_screen,format_control,free_neutral,neutral,none,none,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9047,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_9a76362930__FC2_free_c3,vcor_test_yellow_9a76362930,vcor_test_yellow_9a76362930.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_9a76362930.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/9a76362930.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC2_free_c3,101,phase2_format_control_FC2_free_c3,"When the main car is described as red, what color does the main car actually appear to be in the image? Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=10; quality_score=4.7288; passes_auto_screen,format_control,free_c3_presupposition,presuppositional,question_body,presupposition,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9114,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
vcor_test_yellow_9a76362930__FC3_free_c4,vcor_test_yellow_9a76362930,vcor_test_yellow_9a76362930.jpg,data_external/vcor_selected/candidate_pool/yellow/vcor_test_yellow_9a76362930.jpg,data_external/vcor_raw/vcor_extracted/test/yellow/9a76362930.jpg,balanced_car_color_conflict_mainline,balanced_car_color_eval_set,the main car,primary body color,manual_review_vcor,yellow,,red,phase2_format_control,FC3_free_c4,102,phase2_format_control_FC3_free_c4,"A report repeatedly refers to the main car as red, and the answer should name the main car's primary body color seen in the image. Answer with one color word only and do not explain.","[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]","{""black"": ""black"", ""blue"": ""blue"", ""green"": ""green"", ""other"": ""other"", ""red"": ""red"", ""white"": ""white"", ""yellow"": ""yellow""}",yes,VCoR,auto_keep_rank=10; quality_score=4.7288; passes_auto_screen,format_control,free_c4_stronger_open,stronger_open_conflict,question_body,repeated_false_report,free_color_word,one_color_word,,llava15_7b,LLaVA-1.5-7B,llava-hf/llava-1.5-7b-hf,float16,cuda:0+cpu_offload,auto,1,1.9231,Yellow,ok,,,yellow,"[""red"", ""blue"", ""green"", ""yellow"", ""black"", ""white"", ""other""]",yellow,1,exact_single_label,1,1,0,0,faithful,0,1,0,0,0,
